disease,metric,country_iso3,date,value,unit,source,freq,country_name
dengue,cases,LKA,2/1/2020,2500.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,2/1/2021,1700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,2/1/2022,6400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,2/1/2023,7200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,2/1/2024,8000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,3/1/2019,8400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,3/1/2020,2500.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,3/1/2021,1700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,3/1/2022,6400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,3/1/2023,7200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,3/1/2024,8000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,4/1/2019,8400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,4/1/2020,2500.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,4/1/2021,1700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,4/1/2022,6400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,4/1/2023,7200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,4/1/2024,8000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,5/1/2019,8400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,5/1/2020,2500.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,5/1/2021,1700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,5/1/2022,6400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,5/1/2023,7200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,5/1/2024,8000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,6/1/2019,8400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,6/1/2020,2500.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,6/1/2021,1700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,6/1/2022,6400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,6/1/2023,7200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,6/1/2024,8000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,7/1/2019,8400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,7/1/2020,2500.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,7/1/2021,1700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,7/1/2022,6400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,7/1/2023,7200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,7/1/2024,8000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,8/1/2019,8400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,8/1/2020,2500.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,8/1/2021,1700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,8/1/2022,6400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,8/1/2023,7200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,8/1/2024,8000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,9/1/2019,8400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,9/1/2020,2500.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,9/1/2021,1700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,9/1/2022,6400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,9/1/2023,7200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,9/1/2024,8000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,1/1/2019,350000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,1/1/2020,250000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,1/1/2021,200000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,1/1/2022,360000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,1/1/2023,400000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,1/1/2024,500000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,10/1/2019,350000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,10/1/2020,250000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,10/1/2021,200000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,10/1/2022,360000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,10/1/2023,400000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,10/1/2024,500000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,11/1/2019,350000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,11/1/2020,250000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,11/1/2021,200000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,11/1/2022,360000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,11/1/2023,400000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,11/1/2024,500000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,12/1/2019,350000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,12/1/2020,250000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,12/1/2021,200000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,12/1/2022,360000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,12/1/2023,400000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,12/1/2024,500000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,2/1/2019,350000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,2/1/2020,250000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,2/1/2021,200000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,2/1/2022,360000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,2/1/2023,400000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,2/1/2024,500000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,3/1/2019,350000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,3/1/2020,250000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,3/1/2021,200000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,3/1/2022,360000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,3/1/2023,400000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,3/1/2024,500000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,4/1/2019,350000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,4/1/2020,250000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,4/1/2021,200000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,4/1/2022,360000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,4/1/2023,400000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,4/1/2024,500000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,5/1/2019,350000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,5/1/2020,250000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,5/1/2021,200000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,5/1/2022,360000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,5/1/2023,400000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,5/1/2024,500000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,6/1/2019,350000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,6/1/2020,250000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,6/1/2021,200000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,6/1/2022,360000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,6/1/2023,400000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,6/1/2024,500000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,7/1/2019,350000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,7/1/2020,250000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,7/1/2021,200000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,7/1/2022,360000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,7/1/2023,400000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,7/1/2024,500000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,8/1/2019,350000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,8/1/2020,250000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,8/1/2021,200000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,8/1/2022,360000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,8/1/2023,400000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,8/1/2024,500000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,9/1/2019,350000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,9/1/2020,250000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,9/1/2021,200000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,9/1/2022,360000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,9/1/2023,400000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,WLD,9/1/2024,500000.0,cases,WHO GHO (interpolated from yearly),M,
hiv,prevalence_15_49,IND,1/1/2019,0.32,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,1/1/2020,0.31,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,1/1/2021,0.3,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,1/1/2022,0.29,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,1/1/2023,0.28,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,1/1/2024,0.27,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,10/1/2024,0.27,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,11/1/2024,0.27,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,12/1/2024,0.27,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,2/1/2024,0.27,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,3/1/2024,0.27,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,4/1/2024,0.27,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,5/1/2024,0.27,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,6/1/2024,0.27,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,7/1/2024,0.27,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,8/1/2024,0.27,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,IND,9/1/2024,0.27,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,1/1/2019,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,1/1/2020,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,1/1/2021,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,1/1/2022,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,1/1/2023,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,1/1/2024,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,10/1/2019,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,10/1/2020,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,10/1/2021,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,10/1/2022,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,10/1/2023,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,10/1/2024,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,11/1/2019,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,11/1/2020,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,11/1/2021,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,11/1/2022,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,11/1/2023,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,11/1/2024,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,12/1/2019,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,12/1/2020,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,12/1/2021,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,12/1/2022,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,12/1/2023,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,12/1/2024,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,2/1/2019,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,2/1/2020,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,2/1/2021,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,2/1/2022,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,2/1/2023,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,2/1/2024,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,3/1/2019,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,3/1/2020,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,3/1/2021,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,3/1/2022,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,3/1/2023,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,3/1/2024,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,4/1/2019,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,4/1/2020,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,4/1/2021,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,4/1/2022,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,4/1/2023,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,4/1/2024,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,5/1/2019,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,5/1/2020,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,5/1/2021,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,5/1/2022,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,5/1/2023,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,5/1/2024,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,6/1/2019,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,6/1/2020,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,6/1/2021,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,6/1/2022,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,6/1/2023,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,6/1/2024,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,7/1/2019,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,7/1/2020,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,7/1/2021,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,7/1/2022,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,7/1/2023,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,7/1/2024,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,8/1/2019,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,8/1/2020,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,8/1/2021,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,8/1/2022,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,8/1/2023,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,8/1/2024,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,9/1/2019,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,9/1/2020,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,9/1/2021,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,9/1/2022,0.1,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,9/1/2023,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,LKA,9/1/2024,0.09,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,1/1/2019,0.7,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,1/1/2020,0.69,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,1/1/2021,0.68,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,1/1/2022,0.67,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,1/1/2023,0.66,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,1/1/2024,0.65,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,10/1/2019,0.7,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,10/1/2020,0.69,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,10/1/2021,0.68,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,10/1/2022,0.67,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,10/1/2023,0.66,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,10/1/2024,0.65,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,11/1/2019,0.7,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,11/1/2020,0.69,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,11/1/2021,0.68,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,11/1/2022,0.67,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,11/1/2023,0.66,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,11/1/2024,0.65,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,12/1/2019,0.7,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,12/1/2020,0.69,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,12/1/2021,0.68,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,12/1/2022,0.67,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,12/1/2023,0.66,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,12/1/2024,0.65,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,2/1/2019,0.7,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,2/1/2020,0.69,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,2/1/2021,0.68,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,2/1/2022,0.67,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,2/1/2023,0.66,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,2/1/2024,0.65,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,3/1/2019,0.7,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,3/1/2020,0.69,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,3/1/2021,0.68,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,3/1/2022,0.67,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,3/1/2023,0.66,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,3/1/2024,0.65,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,4/1/2019,0.7,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,4/1/2020,0.69,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,4/1/2021,0.68,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,4/1/2022,0.67,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,4/1/2023,0.66,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,4/1/2024,0.65,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,5/1/2019,0.7,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,5/1/2020,0.69,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,5/1/2021,0.68,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,5/1/2022,0.67,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,5/1/2023,0.66,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,5/1/2024,0.65,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,6/1/2019,0.7,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,6/1/2020,0.69,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,6/1/2021,0.68,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,6/1/2022,0.67,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,6/1/2023,0.66,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,6/1/2024,0.65,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,7/1/2019,0.7,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,7/1/2020,0.69,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,7/1/2021,0.68,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,7/1/2022,0.67,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
hiv,prevalence_15_49,WLD,7/1/2023,0.66,%,World Bank SH.DYN.AIDS.ZS (interpolated),M,
